x,y,value
12700600,2580200,8
12748200,2566800,4
12694000,2570000,2
12686200,2558200,2
12726000,2587400,2
12670600,2584600,10
12670400,2589200,2
12696600,2559000,11
12691400,2575800,9
12674000,2579000,3
12678000,2595000,2
12711000,2572800,2
12722000,2578000,8
12749000,2561000,2
12723400,2588200,2
12681400,2565600,6
12696400,2562000,4
12674200,2592200,3
12695200,2578800,3
12696600,2561000,3
12668600,2587800,7
12683600,2560800,3
12724000,2590000,1
12683600,2578000,3
12732600,2584200,4
12680000,2565600,15
12700000,2568600,2
12688400,2563200,8
12693000,2575200,12
12667800,2584200,23
12718800,2583800,4
12689400,2570400,5
12722200,2587200,6
12704400,2569200,16
12704200,2568200,14
12729600,2587800,1
12695800,2575600,7
12687200,2579400,1
12699800,2568800,3
12702600,2568600,17
12698400,2568000,4
12683800,2562800,1
12679600,2552600,1
12750200,2556000,2
12698200,2579000,2
12695000,2584200,7
12712800,2563600,1
12722000,2587200,2
12715000,2580200,1
12718400,2575600,2
12706800,2564000,7
12677200,2586200,1
12676000,2564600,7
12706400,2570000,4
12702800,2567800,5
12674800,2584200,16
12728200,2578000,4
12672200,2576200,6
12695000,2575400,18
12724600,2567200,2
12687200,2591600,1
12709800,2566000,1
12672400,2576400,10
12727000,2582800,3
12738200,2571200,5
12717200,2582200,1
12690200,2579400,6
12668000,2580400,3
12732400,2587000,7
12670400,2584000,17
12694800,2562800,4
12734000,2569200,1
12670600,2580200,3
12707600,2568000,1
12719800,2567000,6
12721200,2582200,11
12706000,2580200,14
12682600,2573400,4
12679400,2562000,3
12678000,2564000,6
12697200,2564200,3
12731400,2578600,10
12673600,2570400,7
12681400,2590400,2
12714600,2564800,2
12672600,2587600,14
12724400,2579600,1
12722000,2578400,1
12679400,2565600,6
12666200,2575800,3
12689800,2584200,8
12715200,2578000,9
12686000,2564600,19
12675800,2573400,5
12665600,2575800,1
12674400,2568600,2
12725400,2587000,6
12731200,2584600,3
12698000,2557200,4
12695600,2573400,4
12694800,2573200,4
12699200,2557800,33
12685000,2564000,3
12691800,2561000,2
12673200,2567800,3
12698000,2564000,11
12702400,2560400,24
12682600,2559000,19
12679000,2590000,15
12750800,2555600,2
12703200,2564200,3
12684200,2590800,1
12690800,2578400,1
12670400,2576800,13
12677800,2562600,3
12717800,2582600,3
12674800,2587000,1
12688400,2579000,9
12706400,2579800,8
12691600,2576400,3
12692800,2566800,1
12703000,2562600,4
12712200,2571200,1
12679600,2574600,3
12707400,2575600,9
12694200,2574200,11
12690600,2559400,3
12720200,2579200,2
12714600,2573800,8
12692400,2578200,4
12696200,2583600,4
12706000,2561200,10
12685600,2565600,6
12668800,2581200,8
12695600,2559000,2
12701800,2580400,6
12699400,2560000,9
12732200,2581400,1
12691000,2577200,3
12684000,2583400,4
12688200,2558600,4
12670800,2590000,1
12710400,2571200,1
12667600,2579000,1
12680000,2565400,9
12679600,2587800,5
12727600,2590200,4
12735400,2587000,2
12685800,2556200,3
12692000,2586400,5
12717000,2565200,1
12731200,2577000,1
12676800,2564600,13
12733800,2578800,1
12683000,2584400,1
12674400,2582000,4
12693000,2571200,4
12725200,2581400,3
12673800,2566800,10
12693000,2583400,1
12683200,2574800,7
12705400,2569200,3
12703400,2569000,5
12703600,2568600,8
12693200,2585600,12
12672000,2582400,13
12716800,2580200,2
12684400,2570800,1
12704600,2570000,5
12684600,2587800,3
12702000,2582600,1
12672600,2586200,3
12689800,2578200,4
12728200,2590800,2
12666800,2578400,2
12686800,2581200,3
12675600,2582800,1
12687200,2563000,1
12677200,2574200,3
12703000,2570200,8
12694600,2572000,5
12733200,2583400,1
12676000,2583000,20
12697400,2556000,1
12736400,2569400,1
12682200,2587200,1
12705800,2580200,12
12694400,2569000,6
12699200,2573200,1
12681800,2562400,2
12695000,2574800,1
12695600,2558000,9
12675000,2587200,10
12672200,2584400,1
12696000,2558600,6
12690000,2578200,3
12705200,2560400,9
12690600,2575600,8
12704200,2569400,28
12703400,2559800,3
12681200,2560200,1
12736600,2586600,4
12754000,2568600,1
12697800,2581000,1
12698400,2573200,6
12685200,2563000,3
12686400,2566200,1
12687600,2579600,33
12722800,2582000,15
12676200,2593000,2
12675400,2587200,1
12669600,2572600,3
12675600,2563600,4
12695200,2587200,2
12676000,2587600,1
12680800,2565600,11
12670400,2568800,2
12694200,2578000,2
12717400,2566000,1
12730200,2578200,5
12696600,2581400,4
12711200,2573600,2
12727200,2588400,6
12675800,2591200,4
12728600,2578000,12
12674200,2584800,5
12687600,2578400,1
12717400,2577600,7
12676200,2571800,7
12730800,2583800,2
12726800,2575200,4
12685000,2591800,4
12682400,2574600,1
12687000,2591400,2
12676400,2575200,5
12691000,2566800,11
12700400,2582600,1
12672400,2584000,21
12706600,2574800,4
12704400,2566000,14
12734800,2587200,3
12676000,2563800,18
12706600,2564400,6
12715400,2578200,9
12726400,2581200,5
12704800,2569400,9
12725000,2588200,6
12711800,2574600,2
12710000,2568400,1
12720600,2566800,8
12699800,2576400,6
12716200,2578600,1
12717200,2561800,11
12683200,2577800,2
12736800,2587600,1
12727800,2583800,1
12702600,2570600,1
12698400,2570000,16
12704000,2560600,10
12697000,2560800,1
12697600,2585200,5
12695600,2584800,1
12677400,2566800,17
12673200,2589000,1
12744600,2566000,1
12681600,2559600,5
12708600,2571400,12
12706400,2581200,3
12716000,2586400,2
12700200,2571400,9
12684600,2557000,1
12682600,2582000,3
12703000,2568400,8
12690000,2560000,8
12725400,2567000,1
12667200,2583200,3
12706600,2578000,3
12692800,2560800,15
12700400,2559200,2
12705200,2578600,2
12704200,2561800,1
12695000,2577000,2
12674400,2595200,1
12691200,2561000,2
12710200,2563000,13
12685200,2559600,2
12681600,2574600,1
12679000,2559000,1
12695400,2569800,16
12709200,2578200,3
12723000,2586000,4
12706800,2565000,6
12680400,2557400,2
12671000,2574200,1
12727600,2568400,1
12729000,2576800,1
12675400,2563000,1
12705800,2574200,6
12674400,2570600,1
12679000,2568600,2
12682800,2575400,1
12675600,2589600,1
12730200,2586800,1
12703200,2563000,4
12671000,2581200,4
12706800,2576000,2
12704800,2561000,39
12667800,2584000,16
12684400,2571600,8
12714600,2574600,2
12689400,2570600,4
12682000,2583800,34
12676400,2558800,1
12699800,2574000,23
12733000,2569600,1
12677200,2557000,1
12695800,2575400,3
12679800,2560600,1
12728200,2592800,2
12699600,2564000,18
12669800,2579200,2
12690400,2559800,2
12714000,2581000,1
12690200,2576400,5
12718400,2575400,1
12695000,2558400,28
12722000,2583800,9
12683400,2579600,3
12676000,2567600,19
12689600,2561600,1
12707800,2569800,2
12699400,2562200,1
12683000,2563200,1
12684600,2565600,7
12695000,2575200,6
12724000,2569600,1
12727200,2589800,4
12681400,2560800,1
12678800,2567400,1
12724800,2590000,2
12732400,2584800,1
12708600,2572400,8
12706800,2570800,8
12691200,2577000,5
12682400,2567200,1
12713400,2573400,9
12675200,2562200,1
12724000,2586400,2
12680200,2582600,1
12698800,2572800,3
12733000,2580600,2
12672400,2589200,2
12678000,2564200,12
12696000,2557600,6
12685600,2585400,1
12684000,2581600,1
12686000,2565200,6
12686000,2564800,30
12673400,2576200,1
12704800,2568800,5
12675800,2573200,15
12681400,2582400,1
12696400,2560800,6
12675800,2570800,19
12666400,2583800,1
12672000,2580200,3
12695400,2574600,6
12723000,2589600,1
12695800,2581800,1
12694400,2574600,13
12678400,2559000,3
12675000,2570400,3
12694800,2573000,13
12687800,2579200,7
12716800,2572800,4
12705200,2571400,1
12717800,2582000,1
12706200,2578200,7
12714600,2581800,4
12692400,2562200,3
12692800,2566600,4
12681200,2565000,2
12689000,2558200,5
12675800,2587600,1
12739400,2568800,1
12685600,2587200,2
12675800,2565600,18
12695800,2562000,8
12667800,2578400,2
12679400,2583800,6
12669600,2575400,6
12685400,2559000,1
12713000,2572200,4
12675600,2566000,4
12736800,2586800,8
12718600,2577600,1
12690800,2579200,34
12697000,2563200,3
12683600,2584600,2
12695600,2562400,3
12684000,2583600,8
12683200,2578800,3
12673400,2567400,11
12696600,2579000,1
12700400,2561000,4
12679600,2587600,1
12685800,2556400,1
12690200,2578200,2
12674600,2570200,5
12676800,2564400,21
12684400,2583800,2
12733800,2578600,1
12700000,2572200,4
12684800,2587400,3
12672400,2571800,2
12679600,2559800,1
12681000,2566200,3
12687200,2577800,15
12674600,2563800,2
12676200,2592200,10
12677200,2567400,13
12693200,2585000,25
12697800,2571600,6
12686200,2565800,10
12675800,2563200,4
12730800,2575800,1
12702000,2582400,2
12701600,2563000,5
12680200,2562200,9
12694600,2562600,6
12689800,2578400,3
12724800,2578600,2
12705600,2569000,5
12705000,2578600,9
12684600,2559800,6
12707400,2562000,5
12695400,2585000,1
12673400,2591600,3
12674400,2592200,1
12726800,2582600,1
12690200,2577800,5
12723600,2586600,1
12727200,2578800,3
12673400,2584400,13
12699200,2573000,3
12681800,2562200,5
12687400,2565800,8
12720400,2577800,3
12705200,2560600,22
12716800,2562400,6
12688000,2559400,2
12690600,2575400,8
12704200,2569600,3
12695800,2576600,5
12681200,2560000,3
12736600,2586400,1
12675000,2584200,9
12725000,2590800,2
12698400,2573000,6
12690600,2585800,4
12685200,2563600,1
12722400,2578400,1
12747600,2567000,1
12722800,2582200,2
12687600,2579400,46
12700000,2559200,6
12716400,2578200,1
12705800,2571000,2
12679200,2578800,1
12715200,2572600,2
12696400,2566600,2
12695200,2571200,24
12686600,2561800,2
12667400,2578600,1
12682800,2582400,2
12673200,2584200,3
12690400,2565800,1
12678400,2563400,4
12727200,2588200,13
12681800,2559000,11
12706200,2562600,4
12735000,2587000,5
12671400,2571800,1
12681200,2554000,1
12681600,2561800,1
12693200,2574000,5
12726600,2587800,11
12677800,2564400,9
12677000,2567000,7
12719200,2583200,4
12718200,2579800,2
12691000,2577400,10
12708400,2567400,1
12684200,2578800,5
12706200,2572600,8
12704400,2565800,17
12686200,2577600,9
12736400,2581200,2
12695800,2582400,1
12702600,2564000,8
12715400,2578000,3
12704800,2569200,9
12685400,2563400,2
12687000,2560600,1
12704000,2579800,1
12685600,2558200,4
12680800,2583800,3
12717800,2573600,5
12677800,2565400,15
12686000,2591000,1
12716600,2582200,1
12686200,2579000,4
12674600,2570000,16
12673600,2572400,1
12677800,2565200,3
12728000,2590400,5
12703000,2565400,1
12705400,2563200,3
12708400,2570000,16
12694600,2559800,8
12738000,2571800,4
12665600,2564200,1
12677800,2552200,2
12695000,2572000,1
12669400,2587800,5
12669200,2576200,8
12721400,2581200,4
12708600,2571600,5
12717400,2581200,1
12689400,2578600,4
12715800,2565200,1
12706400,2578000,3
12684600,2557600,4
12692600,2559800,4
12725400,2567200,11
12706600,2578200,5
12705200,2578000,12
12690600,2563600,3
12721800,2584600,2
12697800,2583800,1
12709400,2576800,3
12676200,2575400,2
12693000,2560800,5
12688200,2580000,4
12718400,2586800,3
12698400,2578600,1
12704800,2573600,2
12733000,2584400,5
12677800,2553600,1
12678600,2563400,5
12681800,2564000,1
12685200,2559400,6
12722600,2580600,3
12735200,2584200,2
12709200,2562800,2
12687400,2592200,7
12743200,2567200,2
12684200,2577000,7
12751200,2554200,5
12697000,2559200,3
12668400,2582800,1
12699000,2578400,8
12695600,2582600,2
12676400,2591800,9
12716400,2577200,2
12696400,2578800,2
12682200,2573600,11
12716000,2565200,3
12702400,2565000,4
12697400,2573200,4
12670400,2581000,3
12721200,2577400,5
12679200,2581800,24
12712000,2571800,9
12674000,2585600,12
12679600,2577400,1
12672600,2577200,11
12701400,2571000,2
12683600,2578400,7
12693200,2577000,25
12737400,2571400,1
12699800,2574400,9
12673800,2593600,3
12729400,2577400,3
12723400,2581000,4
12699400,2572200,4
12678800,2590000,13
12666000,2583800,3
12698000,2564800,3
12674400,2555400,24
12694600,2578400,2
12694200,2573000,1
12728400,2590200,7
12673800,2583800,9
12694800,2585800,2
12724800,2582400,7
12685800,2555600,3
12666400,2578600,1
12674800,2584600,7
12728200,2578400,8
12693400,2571000,14
12707600,2574400,1
12699800,2581400,1
12678800,2566400,27
12703400,2578400,3
12693000,2568400,1
12732400,2584600,12
12683600,2556800,31
12722000,2584600,2
12692800,2576800,2
12682200,2562200,4
12716800,2583600,5
12678000,2590000,6
12738600,2571600,2
12719800,2582400,12
12686000,2565000,21
12717800,2576600,3
12689800,2584600,2
12676600,2567200,6
12675800,2573000,12
12705600,2564200,5
12693800,2582200,16
12735400,2587800,1
12697600,2580800,2
12686800,2578800,1
12691800,2573400,12
12696000,2563000,9
12679200,2555800,2
12683800,2554600,30
12671000,2583600,7
12723200,2586400,2
12727200,2578600,5
12678200,2566000,3
12698200,2569000,6
12696000,2572200,20
12702400,2560800,2
12688400,2561000,2
12718800,2581200,14
12670600,2579600,4
12674800,2582800,1
12706200,2578400,1
12746200,2562800,1
12713000,2562800,1
12697600,2556200,1
12722400,2587800,1
12683400,2568000,1
12718400,2584600,5
12735800,2572200,2
12689600,2577600,2
12670600,2586800,19
12684200,2555800,4
12678800,2556600,1
12671200,2586600,9
12684000,2591000,7
12695800,2562600,11
12667800,2578600,3
12667800,2582800,14
12685400,2559200,3
12696200,2583200,3
12680800,2581800,9
12679800,2587600,5
12673800,2593000,6
12724400,2584000,10
12683600,2584400,2
12715000,2574400,4
12679600,2583400,2
12672200,2578800,16
12673000,2587200,16
12705000,2563800,7
12677200,2587600,1
12710600,2568200,15
12710200,2571400,1
12698200,2576800,2
12677400,2593600,2
12697600,2574600,1
12694400,2568000,6
12715600,2582800,8
12677000,2563800,9
12685800,2556600,2
12665000,2580000,1
12703800,2563800,23
12709000,2574200,7
12688800,2558600,2
12692400,2559200,2
12727000,2581800,1
12700600,2576000,5
12671600,2585200,1
12673400,2566400,11
12698600,2570400,4
12672400,2570800,2
12694600,2584400,5
12670200,2568800,1
12681000,2566000,3
12680400,2586400,15
12679400,2563800,18
12725200,2581800,4
12747800,2567600,2
12679600,2565400,9
12685400,2560600,2
12702600,2571200,2
12684200,2560800,2
12703600,2568200,8
12670400,2578600,13
12703200,2571400,4
12680000,2563400,3
12715400,2580600,1
12684600,2587400,1
12676400,2590600,3
12695400,2570400,26
12704000,2565600,4
12689800,2578600,11
12735600,2585800,2
12694800,2578400,3
12676600,2573800,2
12681600,2583200,5
12673400,2590200,1
12681200,2560600,1
12683400,2556400,6
12672000,2583000,11
12709800,2570400,1
12718200,2581800,3
12697200,2572800,36
12708600,2574800,1
12692400,2560600,9
12674000,2586400,1
12677400,2565600,4
12729000,2580800,2
12716800,2571200,4
12724000,2576000,6
12699200,2573600,1
12693000,2567600,11
12705800,2564200,1
12733800,2583200,1
12719000,2578200,4
12688400,2562800,4
12694600,2561400,2
12697400,2582200,10
12672800,2568000,15
12746200,2574600,1
12690000,2578600,4
12670600,2579200,18
12705200,2560000,11
12722600,2585800,3
12695800,2576400,1
12726200,2576000,2
12677400,2564400,6
12722400,2578600,2
12683000,2570600,1
12731400,2582400,2
12670600,2588600,7
12680200,2561800,10
12714000,2580800,3
12705800,2571200,1
12722200,2585800,4
12669600,2580600,5
12700800,2567800,1
12724800,2583200,1
12694000,2583600,5
12682800,2582600,4
12682000,2586200,29
12727200,2588000,3
12703800,2575600,8
12695200,2564000,8
12706200,2562400,1
12735000,2587600,10
12704400,2561400,10
12704200,2574200,1
12702600,2582000,4
12693200,2574200,10
12728600,2591400,2
12678000,2574200,3
12714400,2576400,3
12674600,2570800,4
12730600,2586800,2
12755000,2553800,1
12694000,2570600,1
12726800,2580200,5
12679600,2561400,3
12724400,2567600,2
12713600,2568800,1
12707000,2580800,1
12708400,2567600,6
12704400,2565600,6
12697800,2585000,2
12738400,2571200,5
12719800,2583200,2
12683200,2587200,2
12702600,2564200,6
12698800,2568000,2
12695800,2582600,3
12675800,2586000,6
12673800,2556200,3
12673000,2578600,7
12666800,2582800,17
12685600,2558400,1
12687600,2563000,1
12669800,2575400,12
12684000,2560600,3
12696800,2559200,7
12708200,2576000,2
12674200,2592800,2
12747200,2567200,5
12694800,2581000,6
12731000,2583400,1
12674400,2589400,2
12707400,2576400,4
12727600,2586800,1
12675200,2570000,4
12677200,2585600,1
12675200,2565000,4
12727600,2592200,6
12682600,2578200,2
12675000,2567000,2
12693400,2572200,13
12679800,2551800,2
12669200,2576000,13
12673600,2582000,8
12691200,2577400,7
12693000,2575400,16
12697200,2575000,1
12717800,2583800,2
12708600,2571000,4
12689400,2578000,1
12730600,2580000,1
12691000,2567800,1
12680000,2576000,20
12734000,2584600,1
12702600,2579800,1
12683800,2577600,14
12686800,2565400,3
12670400,2587400,4
12703800,2568400,15
